thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro_disp.started,intro.stopped,initcodevalues.started,initcodevalues.stopped,cross_fix.started,polygon.started,polygon.stopped,cross_fix.stopped,prompt.started,string_prompt_disp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.009164399933069944,0.02608649991452694,1.1068382998928428,,,,,,,,,406486,001,2025-05-30_15h56.50.085,buttontest,2024.2.4,59.961708482493584,2025-05-30 15h56.56.571141 -0700,
0,0,0,0,0,0,0,1.1237590997479856,,,,,1.1077043996192515,1.1082988996058702,1.1083575999364257,1.1237590997479856,,3.1107910997234285,3.1155647998675704,,,,,,,,,
