thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro_disp.started,intro.stopped,initcodevalues.started,initcodevalues.stopped,cross_fix.started,polygon.started,polygon.stopped,cross_fix.stopped,prompt.started,string_prompt_disp.started,string_prompt_disp.stopped,image.started,image.stopped,prompt.stopped,response.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.020083399955183268,0.03312480030581355,2.795224200002849,,,,,,,,,,,,,,879810,001,2025-05-30_16h00.51.850,buttontest,2024.2.4,59.16925181323452,2025-05-30 16h00.58.024091 -0700,
0,0,0,0,0,0,0,2.8151290002278984,,,,,2.79566160030663,2.7959335003979504,2.795958800241351,2.8151290002278984,4.816685300320387,4.8042902001179755,4.80814990028739,4.816685300320387,5.817182500381023,5.817182500381023,,6.803721900098026,6.809318799991161,,,,,,,,
