thisN,thisTrialN,thisRepN,loop_maintrial.thisRepN,loop_maintrial.thisTrialN,loop_maintrial.thisN,loop_maintrial.thisIndex,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thisRow.t,notes,cross_fix.started,text_cross.started,text_cross.stopped,cross_fix.stopped,prompt.started,string_prompt_disp.started,string_prompt_disp.stopped,prompt.stopped,blank.started,blank_screen.started,blank_screen.stopped,blank.stopped,response.started,key_resp.started,key_response_disp.started,response.stopped,loop_maintrial.key_resp.keys,loop_maintrial.key_resp.corr,loop_maintrial.key_resp.rt,loop_maintrial.key_resp.duration,button_record.started,fb_break.started,fb_break.stopped,button_record.stopped,reactionTime,accuracy,prompt,character,countdown.started,text_countdown.started,birthday,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX-XX-XXXX,2025-07-03_14h52.25.901,maintrial_sternberg,2024.2.4,60.13612412396914,2025-07-03 14h52.34.202565 -0700,
0,0,0,0,0,0,0,,,,,1.6135322000191081,,1.604703300021356,1.6135322000191081,11.628545000014128,11.600546700006817,11.607794900017325,11.628545000014128,15.130324500001734,15.12013460000162,15.120423100015614,15.130324500001734,19.796908500022255,19.78378120000707,19.788868700008607,19.796908500022255,19.796908500022255,20.26834070001496,comma,0,0.46612110000569373,None,20.268916900007753,20.29524360000505,20.29524360000505,20.26995130002615,0.46612110000569373,incorrect,k a t,k,20.27017890001298,20.29524360000505,,,,,,,
