thisN,thisTrialN,thisRepN,loop_maintrial.thisRepN,loop_maintrial.thisTrialN,loop_maintrial.thisN,loop_maintrial.thisIndex,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thisRow.t,notes,cross_fix.started,text_cross.started,text_cross.stopped,cross_fix.stopped,prompt.started,string_prompt_disp.started,string_prompt_disp.stopped,prompt.stopped,blank.started,blank_screen.started,blank_screen.stopped,blank.stopped,response.started,key_resp.started,key_response_disp.started,response.stopped,loop_maintrial.key_resp.keys,loop_maintrial.key_resp.corr,loop_maintrial.key_resp.rt,loop_maintrial.key_resp.duration,button_record.started,fb_break.started,fb_break.stopped,button_record.stopped,reactionTime,accuracy,prompt,character,countdown.started,birthday,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX-XX-XXXX,2025-07-03_14h53.15.429,maintrial_sternberg,2024.2.4,60.086151526030534,2025-07-03 14h53.46.033209 -0700,
0,0,0,0,0,0,0,,,,,2.0365727999887895,,2.01325160000124,2.0365727999887895,12.053054299991345,12.026405599986902,12.034011999989161,12.053054299991345,15.5550553999783,15.544154499977594,15.544439299992518,15.5550553999783,19.303182599978754,19.276118199981283,19.281821299984585,19.303182599978754,19.303182599978754,19.911731000000145,comma,0,0.6067710999923293,None,19.912913399981335,,,19.91465269998298,0.6067710999923293,incorrect,h k g,k,19.91517289998592,,,,,,,
