thisN,thisTrialN,thisRepN,loop_maintrial.thisRepN,loop_maintrial.thisTrialN,loop_maintrial.thisN,loop_maintrial.thisIndex,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thisRow.t,notes,cross_fix.started,text_cross.started,text_cross.stopped,cross_fix.stopped,prompt.started,string_prompt_disp.started,string_prompt_disp.stopped,prompt.stopped,blank.started,blank_screen.started,blank_screen.stopped,blank.stopped,response.started,key_resp.started,key_response_disp.started,response.stopped,loop_maintrial.key_resp.keys,loop_maintrial.key_resp.corr,loop_maintrial.key_resp.rt,loop_maintrial.key_resp.duration,button_record.started,fb_break.started,fb_break.stopped,button_record.stopped,reactionTime,accuracy,prompt,character,countdown.started,text_countdown.started,birthday,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX-XX-XXXX,2025-07-03_14h50.40.853,maintrial_sternberg,2024.2.4,60.059951845962146,2025-07-03 14h51.02.030967 -0700,
0,0,0,0,0,0,0,,,,,17.395623400021577,,17.385253700020257,17.395623400021577,27.397371300001396,27.383743200014578,27.389854900015052,27.397371300001396,30.897606800019275,30.884172899997793,30.884305300016422,30.897606800019275,34.645604999997886,34.60442230000626,34.623596300021745,34.645604999997886,34.645604999997886,35.08849980001105,comma,1,0.4260879999783356,None,35.08970040001441,35.11231590001262,35.11231590001262,35.09090430001379,0.4260879999783356,correct,t i e,j,35.091332300013164,35.11231590001262,,,,,,,
