thisRow.t,notes,Introduction.started,WelcomeText.started,ready.started,Introduction.stopped,ready.keys,ready.rt,ready.duration,instructions.started,key_instruct.started,instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002239099999769678,0.0046419000000241795,0.0046419000000241795,4.841298800000004,2,4.832385700000032,None,,,,,,,705969,001,2025-03-06_12h08.22.213,Sternberg,2024.2.4,234.74564136089623,2025-03-06 12h08.24.681334 -0800,
,,,,,,,,,4.841323199999806,4.848123400000077,9.51472160000003,2,4.6639657000000625,None,705969,001,2025-03-06_12h08.22.213,Sternberg,2024.2.4,234.74564136089623,2025-03-06 12h08.24.681334 -0800,
