thisRow.t,notes,Introduction.started,WelcomeText.started,ready.started,Introduction.stopped,ready.keys,ready.rt,ready.duration,instructions.started,key_instruct.started,instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,cross_fix.started,Cross_Fixation.started,cross_fix.stopped,Stimulus.started,letter_stimulus.started,letter_stimulus.stopped,Stimulus.stopped,Maintenance.started,image.started,image.stopped,Maintenance.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003542599966749549,0.01024239999242127,0.01024239999242127,17.233874700032175,lalt,17.20772759988904,None,,,,,,,,,,,,,,,,,,300755,001,2025-03-10_12h26.12.909,Sternberg,2024.2.4,59.642490993894455,2025-03-10 12h26.19.689683 -0700,
,,,,,,,,,17.23393590003252,17.249206099892035,18.216576099861413,lalt,0.9632496999111027,None,,,,,,,,,,,,300755,001,2025-03-10_12h26.12.909,Sternberg,2024.2.4,59.642490993894455,2025-03-10 12h26.19.689683 -0700,
,,,,,,,,,,,,,,,18.21662040008232,18.232391600031406,28.216913799988106,,,,,,,,,300755,001,2025-03-10_12h26.12.909,Sternberg,2024.2.4,59.642490993894455,2025-03-10 12h26.19.689683 -0700,
,,,,,,,,,,,,,,,,,,28.217059100046754,28.232726899906993,29.232615099987015,29.217513700015843,,,,,300755,001,2025-03-10_12h26.12.909,Sternberg,2024.2.4,59.642490993894455,2025-03-10 12h26.19.689683 -0700,
,,,,,,,,,,,,,,,,,,,,,,29.217610500054434,29.232615099987015,32.232596799964085,32.21774989995174,300755,001,2025-03-10_12h26.12.909,Sternberg,2024.2.4,59.642490993894455,2025-03-10 12h26.19.689683 -0700,
